나이,연봉,재산,예금,자동차배기량,자녀수,신청금액,신청기간월,학력점수,결혼점수,회사규모점수,대출분류점수,승인여부
35,37849438,128406740,99876109,1600,0,106243455,24,6,5,7,7,0
31,63724944,223131125,82099386,0,1,68574891,60,6,7,3,5,1
37,96277255,347394499,15603739,0,0,124543617,120,3,7,9,8,1
37,33377661,39808125,178474074,0,3,178701970,60,6,7,7,6,0
52,114916924,297274191,49286856,3500,2,112982901,48,6,5,3,8,1
63,70341986,294688186,12791579,0,0,119565669,60,6,5,4,4,0
46,121972736,342114355,107440697,2500,2,77844690,36,8,5,3,4,1
34,84076517,184964047,169179929,0,0,21113004,24,6,7,3,7,1
27,43513688,224489887,81327011,2500,2,88565580,120,2,5,4,5,0
65,115519035,164984656,156613494,1600,1,185304664,84,3,4,2,7,1
30,52778714,404084123,167279201,2500,0,137641934,120,10,5,9,5,1
57,83805339,65305380,90880711,2500,1,100592858,36,6,7,7,5,1
64,29819324,481476976,118191013,1600,0,126072240,36,10,7,9,4,1
41,100322665,317418077,106782459,3000,2,113914677,24,6,5,5,4,1
39,106561509,443453362,187839172,1600,2,182918609,60,8,7,3,7,1
64,69227647,213115729,145101137,2000,2,48650317,60,3,4,3,5,1
42,144074961,166139535,185068562,1600,3,178293833,36,6,5,5,5,1
25,133641959,450362905,44001995,3000,2,139251822,84,6,7,10,7,1
54,112032319,49436514,62047370,2500,1,29910551,24,8,7,9,8,1
48,112774769,58553615,14182694,0,3,77521413,12,6,4,10,6,1
28,52812222,149673388,99981591,1600,3,90078284,24,10,7,5,5,0
27,105385980,479887490,174784735,2500,2,21172057,84,6,5,5,4,1
36,45766814,316534304,65369339,2000,3,113068845,36,6,7,10,5,0
39,38720419,277096848,25656421,3500,4,55575968,24,6,7,3,4,0
53,149930826,352678168,13689250,0,0,94334906,24,8,7,7,7,1
32,100908871,208737278,89500054,1000,0,90559753,120,3,4,2,7,1
41,76028423,379036750,32804348,1600,1,106726463,12,8,5,9,5,1
45,57461387,196615348,69220805,0,4,170010415,48,6,7,4,5,0
36,98509657,413181592,163995961,1000,0,157248433,48,6,4,4,8,1
28,26447156,133647541,76809476,1600,2,175235273,12,6,4,5,5,0
42,32308528,138773329,121974183,0,3,116607745,24,6,7,5,5,0
63,24271370,261191652,100432011,0,4,125081992,36,8,7,5,5,0
47,84892078,215380579,143706658,0,2,88944859,12,6,5,9,7,1
65,98078861,324057922,31232991,2000,1,144857723,48,3,4,5,6,1
35,28122368,182145377,184088207,1000,0,44954584,84,2,7,3,7,1
58,113759180,115275324,128726559,0,4,97660813,48,6,5,5,5,1
42,49951359,234904281,54190746,1600,3,144263761,12,8,7,5,5,1
39,109076188,280478249,24650741,0,2,156686387,24,6,7,10,5,1
26,147646628,71300026,29945112,3000,3,53350205,60,8,7,5,7,1
24,109843763,278359312,156532585,0,0,40401996,36,3,7,9,7,1
44,134815096,159628352,117622010,2500,2,61264139,120,6,7,3,8,1
47,143265805,196225942,76151658,1600,0,184430338,60,6,5,3,5,1
58,83277636,139659064,66580169,2500,2,30178485,36,6,5,3,8,0
45,111302247,465705163,171151600,0,0,190853555,60,2,7,10,5,1
40,130756002,341668140,174952504,0,0,198988458,60,3,5,7,5,1
46,66359158,131230155,116252407,2500,3,157771640,36,8,7,5,7,0
42,53981651,322515667,104908813,0,2,153282396,84,6,5,5,5,1
33,143057814,424286204,163289608,2000,4,190890873,36,6,4,10,5,1
62,114419455,200815104,149867035,1000,2,61654389,48,6,7,7,8,1
54,48558677,414978754,80065036,2000,0,30151530,24,6,7,9,5,1
25,78380841,77207472,16547736,3000,1,165504573,24,6,5,5,5,0
63,123538730,411390682,153700021,3500,3,38331359,48,6,5,5,5,1
28,91118188,270147121,33740205,1000,2,13854933,84,8,7,5,6,1
43,104493772,111487244,3275381,1000,3,43309990,60,3,7,7,5,1
54,117989866,203570692,168660535,3500,0,90391784,84,6,5,5,8,1
38,100861194,493996496,115650769,2500,1,101544941,84,6,5,10,5,1
45,90210311,391778008,178333207,0,3,17187831,36,8,4,9,6,1
55,117449856,287543180,96917616,1600,0,91461900,12,3,5,7,4,1
49,114583194,57581955,185296220,0,1,122839981,60,10,5,3,5,1
64,101883412,208905791,70794349,3500,0,186702263,24,6,5,4,5,0
62,66772623,131525757,144904400,0,2,49327317,36,6,7,5,8,0
60,72755571,35500539,60197301,1600,0,46139226,48,6,7,9,4,1
43,146157011,271102194,232732,2000,2,80937890,84,6,7,7,4,1
38,34610171,444592849,75948906,3000,4,196812631,60,8,5,10,5,1
55,54905639,337799934,147553102,2500,0,70563832,120,6,7,5,6,1
27,84012228,124840193,30004835,0,1,13554230,12,6,5,3,5,0
27,128774859,286792303,100960406,1600,0,56794896,60,3,7,10,8,1
55,41277836,471617141,42464296,3500,1,113868809,48,6,5,7,8,0
22,56004100,361457526,14924824,2000,1,85446026,12,10,5,5,5,0
31,28553768,344736949,123490396,2000,1,155973496,60,8,7,3,6,0
42,111778084,484079083,190393524,2000,0,123417959,48,6,7,7,5,1
26,50967226,399436655,62140843,1000,0,114094155,60,6,7,5,4,0
23,70527717,68311771,116129160,2000,2,67983820,120,10,7,5,6,1
43,77681188,173817543,190720673,0,3,112609978,36,6,4,10,6,1
23,135870811,482570350,130096669,1600,0,125040190,60,10,4,3,6,1
31,73472937,244852697,134622660,2500,2,39944928,84,6,5,5,6,1
55,38879252,55818722,35785702,0,1,148494244,48,6,7,3,8,0
37,88160941,229302439,98521935,1600,0,81621933,24,8,7,4,5,1
60,145184539,348496617,73416549,0,1,149743763,48,6,7,10,7,1
43,98999133,498774110,94191370,0,2,39653563,60,8,4,5,6,1
33,147840338,161952658,160165315,2500,1,133021551,36,6,7,2,5,1
45,129343950,257043437,92139797,2000,0,10242232,24,6,7,5,6,1
61,24675548,439840352,12570135,0,3,35998329,120,6,7,5,7,0
59,105591947,177633609,181108332,1600,0,178768574,120,6,7,4,8,1
31,57279694,54630778,108963177,1600,0,94987031,84,8,4,7,7,1
56,92750191,474467937,184898871,0,2,104033252,48,6,4,3,4,1
53,56314874,244220403,114470902,2000,0,181977674,24,6,5,4,7,0
28,65353154,251391855,13927263,1000,0,99562014,36,2,7,5,6,1
42,140011932,310600072,110573878,2000,1,132644767,84,8,7,7,5,1
41,46863614,1768311,115147786,0,2,48281239,12,6,7,9,8,0
47,133634185,465565587,42867975,1000,1,20906763,24,6,4,10,6,1
25,23959515,180725542,94205816,0,2,73903594,48,6,7,5,7,0
43,31813949,198465931,91888302,0,3,160742496,36,8,5,3,7,0
36,131107755,87054623,124575229,2500,4,92133275,120,6,7,10,7,1
61,101972284,189075806,51922819,0,0,37789320,48,8,7,9,7,1
42,117140697,401971765,116349683,0,2,111294115,36,6,7,5,5,1
36,47224297,399995836,48190408,3000,0,56448870,48,3,5,5,5,1
43,89820849,467898420,89289054,2000,3,189600222,120,3,5,5,4,1
49,115838499,201614736,24541139,0,3,117595464,36,6,7,9,7,1
35,101550837,354360751,7460109,3500,0,196677673,120,6,7,9,6,1
48,81320839,253618777,64117461,0,2,13399193,60,6,7,5,7,1
62,144771892,402011394,54914350,2000,3,7254120,120,6,7,5,5,1
61,107900453,356271004,81387182,0,1,98033637,48,3,4,5,8,1
49,138007604,183951462,192396524,2000,2,173089899,36,6,4,5,7,1
47,114870166,168336917,104445858,1600,2,107259354,12,6,7,10,8,1
23,115610258,126221231,110635341,0,3,175856397,120,8,5,3,8,0
46,30402375,288257895,188320207,2000,1,30460382,36,6,5,2,5,1
24,66730400,481921425,184229427,2000,3,141368820,12,10,7,3,6,1
29,131588022,100033368,176822390,2000,2,133676082,84,6,4,5,5,1
65,50238502,47626227,19598948,2500,0,111267943,24,6,7,3,5,0
54,35015762,59700321,126859482,1600,2,83995434,36,3,7,9,6,0
63,62393787,391549338,161619796,1600,0,131178326,24,2,7,5,5,1
56,48656925,175052402,167114937,2000,1,112267994,24,6,7,9,4,1
27,140287465,112183413,115581428,2000,2,58161999,60,6,4,10,8,1
60,132835663,176422059,3499109,1000,4,25400008,84,10,7,10,7,1
44,84958819,322665406,194742580,1600,3,80396489,36,6,7,10,6,1
46,27974703,273393562,94439340,1600,0,104925042,60,6,7,10,5,0
64,112893104,371794703,78719179,3500,1,104160498,84,8,5,5,7,1
40,101043525,169537074,78989742,1600,4,87988568,120,8,5,9,8,1
26,146172107,226014286,84830176,0,3,68834257,60,8,5,4,5,1
32,92663921,50984184,48436143,1600,4,73346344,120,8,5,4,6,0
33,63731184,36529323,65466725,2500,1,56839830,24,6,4,5,6,0
31,87472820,231127621,197071521,2500,2,118082111,120,10,5,5,5,1
29,147304227,150798303,73633600,2500,3,170728051,48,6,5,5,6,1
45,110527116,306400286,105345003,2500,0,176539494,24,6,7,5,7,1
49,107356897,21501082,169658853,1000,0,198776366,84,6,7,3,7,1
62,51288606,60883188,105485562,1600,3,22319562,84,8,4,5,7,0
57,116668327,432595405,64890684,2000,1,46780361,24,8,5,5,5,1
58,117535337,283155810,104750195,0,0,147390359,84,6,4,3,7,1
42,61247567,356027266,22817262,1000,0,130821901,12,3,5,7,8,0
29,82882798,420986059,26001391,2500,1,31103815,48,6,4,5,5,1
30,58298433,231917171,138821506,2000,0,128048515,24,2,7,2,5,0
36,53631659,380530191,183492131,3500,0,84260062,48,6,7,2,7,1
61,23366489,262292789,145135626,3500,0,191587599,12,6,5,10,7,0
39,57077526,111374385,14922648,0,3,171772348,120,6,7,5,7,0
63,92016093,168828084,80579122,3000,0,19282244,48,10,7,5,8,1
41,20208154,245175220,510717,0,1,22547978,36,8,5,7,6,0
27,56818480,158442776,102241348,2000,1,86326077,12,10,5,5,6,0
33,134583343,167763845,38640896,0,2,6632377,48,6,4,5,5,1
23,97174316,168696415,173629329,1000,0,23405448,60,10,7,3,5,1
28,99022167,61419989,20867010,3000,0,186856152,48,6,4,10,5,0
37,72437359,42321303,286679,0,0,159524207,120,6,7,9,5,0
24,107941378,23248019,90229208,2000,3,136178251,12,8,7,5,5,0
24,44691259,55478130,31086660,0,2,166896260,60,6,5,4,6,0
48,126437085,171853546,147597276,0,0,53760696,84,10,4,4,5,1
64,35169585,296935902,183986946,1000,3,146485557,48,6,7,2,4,0
61,105280176,94073463,8387602,2000,0,125035595,120,6,5,2,7,0
59,64349412,444004423,79116422,0,1,170486246,48,6,7,4,5,1
54,117176686,404191215,199362995,1000,1,60124049,12,6,5,4,6,1
49,91469391,260263556,146534394,2000,1,153924580,60,3,4,4,8,1
22,78805895,362104915,190637528,0,2,171267023,60,3,5,5,6,1
29,42024912,183164262,32816657,1600,0,112056340,48,10,5,7,5,0
58,102786790,18388896,44273711,3000,2,85688121,84,10,5,5,8,0
53,146720079,452166423,30962248,1000,1,189987252,120,3,5,4,4,1
64,127328445,63896744,60473806,1600,0,37949075,36,6,7,10,4,1
58,27801065,473968673,144876813,2000,2,12073243,12,6,7,5,8,1
25,68909819,285941294,32989332,2000,3,39932351,12,6,7,5,5,0
51,140325791,152781530,104846807,2000,1,138273523,24,6,7,5,4,1
27,85395687,247762311,53841983,3500,1,158844458,60,6,7,9,5,1
40,106074537,250814904,165839155,0,2,144781376,60,6,7,10,7,1
53,138637914,11643539,1318481,3500,2,86873978,24,8,4,3,5,0
30,133593309,177729925,44622991,3500,0,193676841,48,6,7,4,7,1
33,85236648,369932899,121048151,2500,1,91638874,48,6,5,7,4,1
32,76894019,255034594,19342100,1600,2,196354462,12,6,7,3,4,0
37,64160040,122115058,93262443,2500,0,184032709,48,6,5,5,4,0
22,113472527,167554930,87241459,0,1,84393168,36,8,5,5,5,1
42,57308283,431527196,170504601,2000,1,36396684,36,6,7,5,5,1
51,52485388,262774835,125079438,0,2,22518294,36,8,4,9,5,1
34,66312486,264176061,127940412,2500,2,108637615,24,6,7,9,6,0
55,43037957,480733729,190361520,2000,0,153825552,84,6,7,9,8,1
25,110365576,160440699,196472075,0,0,39329300,120,8,5,9,4,1
49,100111284,239770562,130678946,2500,2,67051133,36,8,7,10,4,1
59,82774209,405856798,104400290,1600,2,127953636,24,6,7,5,5,1
52,70742351,379456124,121584011,2000,0,94869312,12,6,7,9,5,1
48,138178130,132899710,76488741,0,1,122754216,12,8,5,3,4,0
26,23786092,75545523,197491323,2500,2,136891679,84,6,7,5,7,0
46,119984006,350352288,141004251,1600,0,79235543,36,3,7,3,5,1
24,137248244,128828088,58201358,1600,1,158263428,24,6,7,7,7,1
54,78026095,461337914,11553259,1600,2,142058691,36,6,5,5,6,0
25,91589763,64623846,8944385,2000,2,139072879,84,6,5,5,7,0
46,142780279,159157600,40982596,2000,2,34149286,84,6,5,5,8,1
41,47596076,27393623,46582610,1000,1,97475941,48,8,5,3,6,0
55,87617530,351652653,83009098,1000,4,117548718,24,6,7,9,7,1
47,81713746,445631324,42969202,1600,0,49145312,24,6,7,7,4,1
26,53591044,317937263,126182086,3000,1,152920582,24,8,7,3,5,0
56,126417119,468876507,42250946,2000,1,28610735,24,6,4,4,5,1
49,136948077,64251989,37575307,1000,0,34222211,48,3,5,4,6,1
50,121651235,43866963,94247398,1000,1,85597262,120,8,7,5,8,1
30,45396664,419206365,177733719,1600,0,31392236,36,3,5,9,7,1
59,31277322,427755587,93661097,2500,1,7270570,12,3,5,5,7,1
27,98707783,415519763,82769748,0,1,85223376,84,6,5,10,5,1
40,27422318,399482451,115618981,2000,2,131467667,60,6,4,4,6,0
65,107467365,181114181,51442735,0,3,101551968,60,8,7,10,7,1
32,88955148,108731041,70687310,0,0,15175041,24,8,5,5,5,1
23,106162145,464402009,42767051,0,4,50330740,24,6,7,7,7,1
65,96722200,153500091,114361998,2500,3,107247982,12,2,5,5,7,0
65,74951334,199203841,139477512,3000,0,148928090,60,6,5,5,5,1
30,46114033,349779479,134739728,0,3,159813808,24,6,7,7,8,1
42,59741277,146678039,50963563,1600,1,106276853,84,8,5,3,6,1
45,88185074,409565110,155929641,0,3,130994853,84,8,4,5,7,1
55,104742852,35017311,51190733,2000,3,181166384,120,3,7,5,5,1
43,121332792,395591333,30062310,2000,3,17713754,48,8,5,9,5,1
24,119732193,300925661,69961749,0,1,24338647,60,6,5,5,5,1
33,146449536,286496822,119548817,0,2,94282716,48,6,7,3,5,1
49,57159388,229188519,28400363,2500,1,123898255,12,6,5,5,7,0
51,29244392,138522798,129617422,2000,1,5903666,12,8,7,5,8,0
47,64935401,232035142,172613599,0,0,93246924,120,6,7,3,7,1
42,116628281,225014256,58628102,2000,1,38688373,60,3,7,7,7,1
49,76954514,291877094,90041323,2500,2,130795405,84,6,7,4,5,1
47,126312495,140787142,45662085,1600,2,57208436,36,6,4,5,8,1
54,91412427,38797790,72252345,1600,4,180877934,60,3,5,5,5,0
42,140872923,72544723,4394114,1600,0,17450250,48,10,5,3,6,1
56,143222247,349588715,190753879,2000,2,162795180,36,6,7,5,8,1
55,29009585,11246164,83178042,2000,2,81503872,120,6,5,3,7,0
62,79333747,428221522,157774021,3500,0,172146314,48,6,7,5,5,1
39,99259577,347198663,28528687,0,1,163948908,48,8,7,7,7,1
32,53263430,384043270,162471008,2000,0,51662075,48,8,7,4,7,1
44,72919981,417992224,172029462,0,4,14860713,24,8,5,9,8,1
43,108098600,61355221,143095425,0,4,140626675,36,3,7,5,5,1
38,49475449,411225545,180641664,2000,2,44856937,24,8,7,3,7,1
26,98257575,252321218,33439425,3000,1,186448885,24,6,5,5,6,0
65,110668217,442761919,95296365,0,0,18109969,48,6,7,3,6,1
32,31764520,443293300,124021906,3500,3,68176110,12,2,7,10,6,1
51,84678811,12089021,119238594,1000,0,7466556,84,8,5,10,6,1
36,54200403,191432607,172208186,1000,1,66818823,60,8,5,10,6,1
48,114170226,263199397,43138273,0,0,110545442,12,6,5,9,5,1
56,44642216,339180044,35128766,2000,4,132698198,48,6,7,5,4,0
54,135990929,143093123,50675718,1600,0,146654596,60,10,7,5,5,1
41,76022373,126071130,178310009,1600,0,167522787,84,6,4,3,5,1
37,45740393,190632859,188205416,1600,2,26602905,60,3,5,10,6,1
55,76942833,250469345,113926020,2000,0,153565164,84,8,4,5,7,1
23,73136689,475573115,100274386,1600,4,59281911,48,3,7,4,7,1
56,75759464,381054233,121077121,1000,0,31958129,24,8,5,5,7,1
61,96122968,214660583,123261529,2500,3,56802752,60,10,5,10,5,1
49,87752584,27183089,34060940,2000,2,172308650,84,6,7,4,6,1
60,39471027,84260296,137282176,0,2,127341378,60,6,7,5,7,0
27,28525279,227962212,90470220,1000,3,121489390,60,6,7,10,7,0
30,114824008,406912950,103476391,2000,1,119004198,60,10,7,7,5,1
41,92763266,190347767,6063320,0,1,84682370,36,6,5,7,5,1
22,66670099,269248325,152911326,2000,0,86315890,24,6,5,5,5,0
29,125086516,445902443,167085592,1000,0,33923269,36,8,5,7,7,1
44,70447601,456898129,123884310,1600,2,69859534,36,6,5,5,4,1
24,123475461,107887498,149744727,0,0,104846267,84,6,7,3,5,1
25,59748296,21797460,104541200,3500,1,123173450,48,8,4,3,7,0
46,29469888,152705265,123670675,3000,1,18969550,24,2,5,3,5,0
59,141243160,347901157,78914339,3000,2,70092996,12,3,7,4,6,1
36,71291646,475556100,158374853,0,0,71187050,120,3,5,5,5,1
42,123050034,38515999,93654186,2500,2,105438688,24,6,5,5,8,1
56,56288737,14241905,136042580,1600,0,143456728,12,8,5,2,6,0
35,104027464,442073606,124285875,2000,2,128870366,84,6,5,9,8,1
57,133530413,374072634,140462903,0,2,116322614,84,2,5,4,4,1
33,25413722,496124289,157043175,2000,0,61826639,60,6,7,5,6,1
38,127982649,198396440,102542696,3000,2,168616007,84,3,7,3,6,1
60,94273290,208025452,162613189,0,2,158132052,12,6,5,10,7,0
30,98971328,86155918,99451447,0,3,40804494,120,10,7,9,6,1
56,88010540,57923576,191326864,0,1,132750655,12,3,7,5,6,0
34,133681763,289359005,150534349,0,0,181797643,84,6,4,5,5,1
36,25646336,182142500,34228329,1600,3,89942251,120,6,7,7,6,0
39,53933690,40158223,165916894,2500,2,185330007,120,8,4,10,5,1
54,133849130,443493534,110317532,0,0,9282936,12,3,7,10,4,1
27,117804941,99178234,196892191,2000,3,105666799,60,8,7,7,5,1
48,22293870,374292173,143763808,1600,3,54972655,60,6,5,5,4,1
44,87210816,141114298,16878149,0,1,56120692,36,10,7,10,4,1
48,88844448,406452415,78992085,1600,0,176121703,12,8,5,2,6,1
55,72114677,59198420,103455080,0,1,65742396,24,6,5,5,7,0
59,58661133,378035805,167802720,2000,3,9549589,48,2,5,5,5,1
35,108624230,49059436,145869106,0,0,110239293,36,3,7,5,5,1
57,47012760,223457893,73872014,2000,1,194318293,12,8,5,10,5,1
29,123863313,367002175,130686537,0,2,20423620,36,6,4,9,7,1
56,124394830,86609190,115382181,3500,0,60828480,84,6,5,5,8,1
40,73983986,142832494,25210521,2500,1,96553119,84,6,4,7,7,0
51,56861241,432383496,46971738,1000,0,166943621,84,6,5,7,8,1
35,56904163,442559660,68224462,1600,1,57434553,12,3,7,5,6,1
41,82697872,22467726,39096681,0,1,72018624,12,6,7,5,5,0
46,113545299,84045292,30026769,2000,0,79976520,36,6,7,5,5,1
61,66652929,58735970,11639554,1000,3,79028654,12,8,7,5,6,0
45,99305634,89846547,174620513,2000,1,44067323,120,6,7,3,5,1
35,69722979,485093862,57788683,0,2,183554846,12,8,7,3,6,1
47,59588014,275827624,58064120,0,2,159617508,48,8,7,5,7,0
59,23231737,234056195,41245627,1000,0,195250342,24,6,7,3,8,0
44,20508833,492233686,95079474,0,0,77343779,60,3,5,10,5,1
43,49536998,278478064,102848393,2000,0,13832583,48,6,5,5,5,1
40,72832817,330558963,41656271,0,0,27522711,60,10,5,10,7,1
24,130663951,166385273,121714067,2500,2,74709306,60,6,4,7,8,1
63,123802951,191057432,144599991,2000,2,182657499,24,8,7,5,5,1
40,54731484,297204691,74768017,0,3,196311523,120,10,5,3,7,1
30,51790257,34892892,117090339,1600,2,165289435,48,10,7,10,5,0
49,49551869,127941443,100460381,1600,0,51492967,12,6,7,7,7,0
41,64100854,98405874,39109679,2000,1,133641389,24,6,5,2,4,0
28,84765833,7946696,146002197,1600,0,121338419,12,10,7,5,5,0
35,77026810,268450635,160290605,0,0,165534209,12,8,7,7,5,1
30,48375515,280526419,129758623,0,1,104401123,84,8,7,10,5,1
40,36958683,191969611,64779205,1600,1,67035323,12,6,4,4,5,0
35,21635115,134363734,185358498,3500,1,8759134,12,6,7,5,5,1
59,40015221,326029937,91071677,2500,0,160030107,48,6,7,7,8,0
57,111696328,67329580,53175697,0,1,108398424,60,8,7,4,5,1
61,51673014,259307515,81646924,2000,0,109166538,60,6,7,5,5,0
38,80918235,384036992,138415018,3000,1,191627154,48,6,4,5,6,1
51,96869149,82148991,169186357,0,1,99814355,60,6,7,2,7,1
30,135289317,376629769,71315099,2000,0,66581259,84,10,5,10,5,1
54,135551162,380397254,46524889,1600,0,71268403,24,6,4,9,4,1
46,116945385,29963324,125298626,2000,0,7290644,12,6,7,3,6,1
35,24570408,9392163,184243020,2000,0,28858451,12,6,5,5,6,0
32,94759154,486967702,36658672,3500,0,13542708,120,6,7,9,5,1
56,122255851,96691329,160603876,0,3,52435730,84,6,7,4,4,1
62,22247445,411069604,95321436,2000,0,17607204,12,6,7,9,5,0
35,91458999,280925326,159902500,0,4,69567671,36,8,4,5,5,1
51,131509338,132236078,101108229,1600,1,29595255,24,6,5,7,8,1
62,81633269,64985218,75465554,3500,1,183994213,36,10,4,5,8,0
25,20533806,248338636,139348200,2000,2,187984862,48,3,7,7,5,0
25,21431736,203677405,180125458,1000,2,122674008,36,6,7,10,7,0
49,74162684,349443042,64050346,2000,0,162070111,60,3,7,4,6,1
29,40151126,452084274,92149626,0,0,137056200,60,6,5,9,8,1
23,106378585,402624043,45880125,0,2,163166233,24,3,7,5,6,0
62,112143904,137226025,36681892,2000,0,129762404,36,8,5,3,8,0
43,43124373,439466609,155578028,1600,1,88887765,36,6,7,7,5,1
62,135509327,416695657,40132823,1600,3,175382119,12,10,7,4,7,1
37,77448019,464568116,158663634,2000,1,90422945,24,3,4,3,5,1
50,38569967,229330410,85843410,1000,0,82261435,12,8,5,10,4,0
51,119352707,384287586,199009744,0,0,126754712,24,2,5,10,5,1
33,122696685,295829032,39468283,1600,0,187896701,120,6,7,3,8,1
56,103108411,155251376,18595598,3000,2,91229554,24,6,7,5,5,0
32,130950521,497215501,15086613,2500,1,117114230,36,8,4,5,8,1
42,115858486,19153733,167083600,1600,1,101004880,84,6,7,9,5,1
42,134686745,81136286,87555262,0,0,182397917,12,6,7,2,5,0
26,76405446,446271181,624869,2000,0,136965275,48,6,5,3,8,0
41,117187626,30281421,174954272,2000,4,86819928,12,8,5,3,7,0
58,149967703,443410333,175384201,0,0,123346016,48,8,5,7,8,1
24,114241055,357610738,161283334,1600,1,35431543,60,6,5,7,7,1
65,34843891,18342002,49663696,3500,0,71679057,24,2,7,2,7,0
54,87381433,214660021,74550544,1600,0,148555337,120,6,7,4,4,1
30,96355212,377235737,148985245,1000,3,114666856,12,6,7,4,5,1
30,42647387,291550142,97870625,2000,0,66283198,24,8,7,7,5,0
25,145175912,467935645,30765315,0,2,75648091,84,6,7,9,7,1
56,42825371,433822016,48559652,0,0,162907636,12,3,7,10,6,0
38,43082529,166323817,194517907,3000,2,110472185,60,6,7,7,7,1
55,138971727,42313597,30202623,0,3,51557427,12,8,7,7,6,1
45,80476706,472128519,145216151,1000,0,62878519,60,8,5,3,5,1
53,28214476,258643383,95603661,1600,0,96237284,24,2,7,3,5,0
22,97764374,37198812,149720331,2500,0,153753325,120,3,7,5,8,0
29,98237425,408287806,132222648,2000,1,199500883,36,6,7,10,7,1
44,28385098,434253235,87833438,0,1,41223291,84,6,5,9,4,1
61,146427924,319712320,70782164,2000,3,152211159,120,6,5,2,6,1
33,90723895,223754482,150871850,1600,0,125357805,48,6,7,7,5,1
33,92773443,331086506,64628241,1600,2,108582638,24,8,5,3,4,1
36,87615003,353341847,157554296,2000,0,193459125,84,6,7,2,4,1
62,99395131,446514979,135968613,0,0,67936942,84,3,7,5,5,1
40,54358967,477930840,115533834,3500,2,39510757,36,2,7,7,4,1
47,57341375,257160466,73760176,2000,3,176131445,24,6,5,2,7,0
50,86474081,399247266,41016271,1000,0,18394340,24,2,5,10,4,1
43,124869161,482254777,142083960,2000,0,164338336,12,6,7,7,7,1
61,26482394,75621669,18269845,0,2,119901018,60,3,7,3,5,0
42,98442547,9133990,194108451,2000,2,36980758,120,8,4,4,8,1
59,124881158,434481886,195749582,0,3,49335620,60,8,7,4,5,1
41,40399245,97636666,26044523,1000,0,35388915,12,6,7,3,5,0
50,21952930,21239383,20787064,2000,2,145076015,12,3,7,4,6,0
25,60652728,80048068,82543345,2500,0,33725675,24,8,4,5,5,1
28,96458681,192057455,192736654,0,1,137867320,60,6,4,5,7,1
49,37976812,109632850,80062179,1600,0,29989307,120,8,4,5,8,1
49,75395908,152626814,72760421,1600,0,161441985,24,6,4,3,6,0
25,91801794,487647025,140717011,1600,3,184300701,120,8,7,9,8,1
43,97854802,352202772,35746247,0,1,114065845,120,6,5,5,4,1
33,55673523,356095864,72664696,2000,0,193405887,36,6,7,10,7,0
24,72003852,47342687,58261489,0,2,81124159,36,8,5,9,8,0
43,121184099,366049184,120306924,3000,2,52697478,120,3,5,10,8,1
65,142357910,369672166,32550577,1600,0,39572867,12,8,7,7,7,1
23,132044443,329872509,109740251,2500,1,98397852,60,3,7,9,7,1
45,93356855,114218147,171509317,0,1,30495645,36,6,7,5,5,1
55,73338064,211518089,102834109,2500,0,175779172,120,6,7,5,5,1
48,63284359,423138227,136699323,0,4,158029275,60,10,7,9,7,1
62,36244353,335100814,15049603,2000,1,114613088,120,3,4,2,4,0
22,33851662,366384417,89801115,1000,3,145685279,60,6,7,5,5,0
29,109486491,293687200,18978633,1600,1,14748109,48,6,7,9,5,1
44,53773274,224793299,119892335,0,2,44685968,36,6,7,4,7,1
59,53106019,379526005,56210874,0,0,126136319,36,6,4,7,6,0
27,149765357,33962907,57453166,2000,1,98106554,24,6,7,9,7,1
43,44430374,336580366,15353347,1600,2,122901481,120,6,5,10,5,1
46,39247768,498602253,62047572,2000,0,22348963,24,6,5,5,8,1
39,32829079,390095964,101335435,0,2,132222398,120,8,7,5,4,1
38,95374694,145281755,116932020,0,0,161705170,84,8,5,4,5,1
33,101622297,138909747,13333110,2500,2,111523660,60,6,7,10,4,1
27,67479630,333609305,130291837,2000,4,74694368,120,6,5,9,8,1
47,89603733,447927128,97775152,1000,2,39056332,12,3,5,4,5,1
48,122491939,288974870,107381601,2000,0,56744233,24,6,5,7,6,1
29,126353541,263701143,166559334,2500,1,106893906,24,2,4,4,6,1
40,144528569,80192066,68445289,2500,2,54825976,84,6,7,5,5,1
63,127154838,357728477,34810222,0,3,156699379,84,6,5,5,5,1
22,93429386,351149309,110362035,2500,0,30689500,60,8,7,10,8,1
50,43355405,483475696,189004383,1000,2,105702731,84,6,7,5,7,1
56,32969262,150096092,103573923,2000,0,101713405,36,6,7,10,5,0
61,27086545,378222738,166382434,1000,2,32083991,24,6,7,3,5,1
35,106648358,217032630,151406410,2000,3,199022578,12,6,4,10,4,1
56,124979713,279236395,103666157,2000,3,165511400,60,6,7,5,5,1
41,86128913,408226927,129510955,1600,2,80373830,36,8,4,5,8,1
34,27112842,110997522,81336036,1600,1,138556775,48,6,5,5,4,0
59,89611174,171434369,106125737,2000,3,144733333,12,8,4,10,5,1
29,141647403,386654335,101457151,1600,1,131973970,84,6,7,7,5,1
64,97689714,285228957,141822072,0,0,89334369,120,6,5,7,6,1
41,125225573,46211458,81996263,0,3,177596709,36,6,5,5,4,0
54,124019844,215092933,19953424,2000,1,155452519,60,3,7,7,8,1
47,141176782,293316656,157741904,2500,2,110693891,120,6,5,10,8,1
